x_m,z_m,gamma_deg,time_s,alpha_deg,cd,segment_index
3.0000,1.9434,33.7501,0.1052,15.0000,0.4780,0
3.0833,1.9991,33.7878,0.1086,15.0000,0.4780,0
3.1667,2.0549,33.8247,0.1120,15.0000,0.4780,0
3.2500,2.1108,33.8608,0.1154,15.0000,0.4780,0
3.3333,2.1667,33.8962,0.1188,15.0000,0.4780,0
3.4167,2.2228,33.9309,0.1223,15.0000,0.4780,0
3.5000,2.2789,33.9647,0.1258,15.0000,0.4780,0
3.5833,2.3350,33.9977,0.1293,15.0000,0.4780,0
3.6667,2.3913,34.0299,0.1328,15.0000,0.4780,0
3.7500,2.4476,34.0613,0.1364,15.0000,0.4780,0
3.8333,2.5039,34.0918,0.1400,15.0000,0.4780,0
3.9167,2.5604,34.1214,0.1436,15.0000,0.4780,0
4.0000,2.6169,34.1502,0.1473,15.0000,0.4780,0
4.0833,2.6734,34.1780,0.1510,15.0000,0.4780,0
4.1667,2.7301,34.2050,0.1547,15.0000,0.4780,0
4.2500,2.7867,34.2310,0.1584,15.0000,0.4780,0
4.3333,2.8434,34.2560,0.1622,15.0000,0.4780,0
4.4167,2.9002,34.2801,0.1660,15.0000,0.4780,0
4.5000,2.9571,34.3032,0.1699,15.0000,0.4780,0
4.5833,3.0139,34.3253,0.1737,15.0000,0.4780,0
4.6667,3.0709,34.3463,0.1776,15.0000,0.4780,0
4.7500,3.1278,34.3663,0.1816,15.0000,0.4780,0
4.8333,3.1848,34.3853,0.1855,15.0000,0.4780,0
4.9167,3.2419,34.4032,0.1895,15.0000,0.4780,0
5.0000,3.2990,34.4199,0.1935,15.0000,0.4780,0
5.0833,3.3561,34.4355,0.1976,15.0000,0.4780,0
5.1667,3.4132,34.4500,0.2017,15.0000,0.4780,0
5.2500,3.4704,34.4633,0.2058,15.0000,0.4780,0
5.3333,3.5276,34.4754,0.2099,15.0000,0.4780,0
5.4167,3.5849,34.4864,0.2141,15.0000,0.4780,0
5.5000,3.6421,34.4960,0.2183,15.0000,0.4780,0
5.5833,3.6994,34.5044,0.2226,15.0000,0.4780,0
5.6667,3.7567,34.5116,0.2268,15.0000,0.4780,0
5.7500,3.8140,34.5174,0.2312,15.0000,0.4780,0
5.8333,3.8713,34.5219,0.2355,15.0000,0.4780,0
5.9167,3.9286,34.5250,0.2399,15.0000,0.4780,0
6.0000,3.9859,34.5247,0.2443,15.0000,0.4780,0
6.0833,4.0431,34.3499,0.2487,-15.0000,0.4780,1
6.1667,4.0999,34.1670,0.2532,-15.0000,0.4780,1
6.2500,4.1562,33.9829,0.2577,-15.0000,0.4780,1
6.3333,4.2122,33.7975,0.2622,-15.0000,0.4780,1
6.4167,4.2678,33.6107,0.2668,-15.0000,0.4780,1
6.5000,4.3230,33.4227,0.2714,-15.0000,0.4780,1
6.5833,4.3778,33.2333,0.2760,-15.0000,0.4780,1
6.6667,4.4322,33.0425,0.2806,-15.0000,0.4780,1
6.7500,4.4862,32.8503,0.2852,-15.0000,0.4780,1
6.8333,4.5398,32.6567,0.2899,-15.0000,0.4780,1
6.9167,4.5930,32.4616,0.2946,-15.0000,0.4780,1
7.0000,4.6458,32.2651,0.2994,-15.0000,0.4780,1
7.0833,4.6982,32.0671,0.3041,-15.0000,0.4780,1
7.1667,4.7502,31.8675,0.3089,-15.0000,0.4780,1
7.2500,4.8018,31.6664,0.3137,-15.0000,0.4780,1
7.3333,4.8530,31.4637,0.3186,-15.0000,0.4780,1
7.4167,4.9038,31.2595,0.3234,-15.0000,0.4780,1
7.5000,4.9542,31.0535,0.3283,-15.0000,0.4780,1
7.5833,5.0042,30.8460,0.3332,-15.0000,0.4780,1
7.6667,5.0537,30.6367,0.3382,-15.0000,0.4780,1
7.7500,5.1029,30.4257,0.3432,-15.0000,0.4780,1
7.8333,5.1516,30.2130,0.3482,-15.0000,0.4780,1
7.9167,5.1999,29.9985,0.3532,-15.0000,0.4780,1
8.0000,5.2478,29.7822,0.3583,-15.0000,0.4780,1
8.0833,5.2953,29.5640,0.3634,-15.0000,0.4780,1
8.1667,5.3424,29.3440,0.3685,-15.0000,0.4780,1
8.2500,5.3890,29.1221,0.3736,-15.0000,0.4780,1
8.3333,5.4352,28.8982,0.3788,-15.0000,0.4780,1
8.4167,5.4810,28.6724,0.3840,-15.0000,0.4780,1
8.5000,5.5264,28.4447,0.3892,-15.0000,0.4780,1
8.5833,5.5713,28.2148,0.3945,-15.0000,0.4780,1
8.6667,5.6158,27.9830,0.3998,-15.0000,0.4780,1
8.7500,5.6599,27.7490,0.4051,-15.0000,0.4780,1
8.8333,5.7035,27.5129,0.4105,-15.0000,0.4780,1
8.9167,5.7467,27.2747,0.4158,-15.0000,0.4780,1
9.0000,5.7894,27.0342,0.4212,-15.0000,0.4780,1
9.0833,5.8317,26.7915,0.4267,-15.0000,0.4780,1
9.1667,5.8736,26.5466,0.4321,-15.0000,0.4780,1
9.2500,5.9150,26.2993,0.4376,-15.0000,0.4780,1
9.3333,5.9559,26.0498,0.4432,-15.0000,0.4780,1
9.4167,5.9964,25.7978,0.4487,-15.0000,0.4780,1
9.5000,6.0365,25.5434,0.4543,-15.0000,0.4780,1
9.5833,6.0761,25.2866,0.4599,-15.0000,0.4780,1
9.6667,6.1152,25.0273,0.4656,-15.0000,0.4780,1
9.7500,6.1539,24.7655,0.4713,-15.0000,0.4780,1
9.8333,6.1921,24.5011,0.4770,-15.0000,0.4780,1
9.9167,6.2299,24.2340,0.4827,-15.0000,0.4780,1
10.0000,6.2671,23.9644,0.4885,-15.0000,0.4780,1
10.0833,6.3039,23.6920,0.4943,-15.0000,0.4780,1
10.1667,6.3403,23.4170,0.5002,-15.0000,0.4780,1
10.2500,6.3761,23.1391,0.5060,-15.0000,0.4780,1
10.3333,6.4115,22.8585,0.5119,-15.0000,0.4780,1
10.4167,6.4464,22.5750,0.5179,-15.0000,0.4780,1
10.5000,6.4808,22.2885,0.5238,-15.0000,0.4780,1
10.5833,6.5147,21.9992,0.5298,-15.0000,0.4780,1
10.6667,6.5481,21.7069,0.5359,-15.0000,0.4780,1
10.7500,6.5810,21.4115,0.5420,-15.0000,0.4780,1
10.8333,6.6135,21.1131,0.5481,-15.0000,0.4780,1
10.9167,6.6454,20.8116,0.5542,-15.0000,0.4780,1
11.0000,6.6768,20.5069,0.5604,-15.0000,0.4780,1
11.0833,6.7077,20.1990,0.5666,-15.0000,0.4780,1
11.1667,6.7381,19.8879,0.5728,-15.0000,0.4780,1
11.2500,6.7680,19.5735,0.5791,-15.0000,0.4780,1
11.3333,6.7974,19.2557,0.5854,-15.0000,0.4780,1
11.4167,6.8262,18.9346,0.5917,-15.0000,0.4780,1
11.5000,6.8546,18.6100,0.5981,-15.0000,0.4780,1
11.5833,6.8824,18.2820,0.6045,-15.0000,0.4780,1
11.6667,6.9096,17.9504,0.6109,-15.0000,0.4780,1
11.7500,6.9364,17.6153,0.6174,-15.0000,0.4780,1
11.8333,6.9625,17.2765,0.6239,-15.0000,0.4780,1
11.9167,6.9882,16.9341,0.6304,-15.0000,0.4780,1
12.0000,7.0133,16.5880,0.6370,-15.0000,0.4780,1
12.0833,7.0378,16.2381,0.6436,-15.0000,0.4780,1
12.1667,7.0618,15.8844,0.6503,-15.0000,0.4780,1
12.2500,7.0853,15.5269,0.6570,-15.0000,0.4780,1
12.3333,7.1081,15.1655,0.6637,-15.0000,0.4780,1
12.4167,7.1304,14.8002,0.6705,-15.0000,0.4780,1
12.5000,7.1522,14.4308,0.6773,-15.0000,0.4780,1
12.5833,7.1733,14.0575,0.6841,-15.0000,0.4780,1
12.6667,7.1939,13.6800,0.6910,-15.0000,0.4780,1
12.7500,7.2139,13.2984,0.6979,-15.0000,0.4780,1
12.8333,7.2333,12.9127,0.7048,-15.0000,0.4780,1
12.9167,7.2521,12.5228,0.7118,-15.0000,0.4780,1
13.0000,7.2703,12.1286,0.7188,-15.0000,0.4780,1
13.0833,7.2879,11.7301,0.7259,-15.0000,0.4780,1
13.1667,7.3049,11.3272,0.7330,-15.0000,0.4780,1
13.2500,7.3213,10.9200,0.7401,-15.0000,0.4780,1
13.3333,7.3371,10.5084,0.7473,-15.0000,0.4780,1
13.4167,7.3522,10.0923,0.7545,-15.0000,0.4780,1
13.5000,7.3667,9.6716,0.7618,-15.0000,0.4780,1
13.5833,7.3806,9.2465,0.7691,-15.0000,0.4780,1
13.6667,7.3939,8.8167,0.7764,-15.0000,0.4780,1
13.7500,7.4065,8.3824,0.7838,-15.0000,0.4780,1
13.8333,7.4184,7.9434,0.7912,-15.0000,0.4780,1
13.9167,7.4297,7.4997,0.7987,-15.0000,0.4780,1
14.0000,7.4404,7.0513,0.8062,-15.0000,0.4780,1
14.0833,7.4503,6.5981,0.8137,-15.0000,0.4780,1
14.1667,7.4596,6.1401,0.8213,-15.0000,0.4780,1
14.2500,7.4683,5.6774,0.8289,-15.0000,0.4780,1
14.3333,7.4762,5.2098,0.8366,-15.0000,0.4780,1
14.4167,7.4835,4.7373,0.8443,-15.0000,0.4780,1
14.5000,7.4900,4.2600,0.8520,-15.0000,0.4780,1
14.5833,7.4959,3.7778,0.8598,-15.0000,0.4780,1
14.6667,7.5010,3.2906,0.8676,-15.0000,0.4780,1
14.7500,7.5054,2.7985,0.8755,-15.0000,0.4780,1
14.8333,7.5092,2.3015,0.8834,-15.0000,0.4780,1
14.9167,7.5121,1.7994,0.8914,-15.0000,0.4780,1
15.0000,7.5144,1.2925,0.8994,-15.0000,0.4780,1
15.0833,7.5159,0.7805,0.9075,-15.0000,0.4780,1
15.1667,7.5167,0.2635,0.9155,-15.0000,0.4780,1
15.2500,7.5167,-0.2584,0.9237,-15.0000,0.4780,1
15.3333,7.5159,-0.7853,0.9319,-15.0000,0.4780,1
15.4167,7.5144,-1.3172,0.9401,-15.0000,0.4780,1
15.5000,7.5121,-1.8541,0.9484,-15.0000,0.4780,1
15.5833,7.5090,-2.3959,0.9567,-15.0000,0.4780,1
15.6667,7.5051,-2.9427,0.9651,-15.0000,0.4780,1
15.7500,7.5004,-3.4944,0.9735,-15.0000,0.4780,1
15.8333,7.4949,-4.0510,0.9820,-15.0000,0.4780,1
15.9167,7.4886,-4.6125,0.9905,-15.0000,0.4780,1
16.0000,7.4815,-5.1789,0.9991,-15.0000,0.4780,1
16.0833,7.4735,-5.7500,1.0077,-15.0000,0.4780,1
16.1667,7.4647,-6.3260,1.0163,-15.0000,0.4780,1
16.2500,7.4550,-6.9067,1.0251,-15.0000,0.4780,1
16.3333,7.4445,-7.4921,1.0338,-15.0000,0.4780,1
16.4167,7.4331,-8.0822,1.0426,-15.0000,0.4780,1
16.5000,7.4208,-8.6769,1.0515,-15.0000,0.4780,1
16.5833,7.4077,-9.2761,1.0604,-15.0000,0.4780,1
16.6667,7.3936,-9.8798,1.0694,-15.0000,0.4780,1
16.7500,7.3786,-10.4880,1.0784,-15.0000,0.4780,1
16.8333,7.3627,-11.1005,1.0875,-15.0000,0.4780,1
16.9167,7.3459,-11.7173,1.0966,-15.0000,0.4780,1
17.0000,7.3282,-12.3381,1.1058,-15.0000,0.4780,1
17.0833,7.3095,-12.9168,1.1150,-6.0000,0.2947,2
17.1667,7.2899,-13.4962,1.1243,-6.0000,0.2947,2
17.2500,7.2695,-14.0770,1.1336,-6.0000,0.2947,2
17.3333,7.2481,-14.6592,1.1429,-6.0000,0.2947,2
17.4167,7.2259,-15.2426,1.1523,-6.0000,0.2947,2
17.5000,7.2027,-15.8271,1.1617,-6.0000,0.2947,2
17.5833,7.1786,-16.4127,1.1712,-6.0000,0.2947,2
17.6667,7.1536,-16.9991,1.1806,-6.0000,0.2947,2
17.7500,7.1277,-17.5863,1.1901,-6.0000,0.2947,2
17.8333,7.1008,-18.1743,1.1997,-6.0000,0.2947,2
17.9167,7.0730,-18.7628,1.2093,-6.0000,0.2947,2
18.0000,7.0442,-19.3518,1.2189,-6.0000,0.2947,2
18.0833,7.0144,-19.9412,1.2285,-6.0000,0.2947,2
18.1667,6.9837,-20.5308,1.2382,-6.0000,0.2947,2
18.2500,6.9520,-21.1206,1.2480,-6.0000,0.2947,2
18.3333,6.9193,-21.7104,1.2577,-6.0000,0.2947,2
18.4167,6.8857,-22.3002,1.2675,-6.0000,0.2947,2
18.5000,6.8510,-22.8898,1.2774,-6.0000,0.2947,2
18.5833,6.8153,-23.4791,1.2873,-6.0000,0.2947,2
18.6667,6.7786,-24.0680,1.2972,-6.0000,0.2947,2
18.7500,6.7408,-24.6565,1.3072,-6.0000,0.2947,2
18.8333,6.7021,-25.2444,1.3172,-6.0000,0.2947,2
18.9167,6.6622,-25.8316,1.3272,-6.0000,0.2947,2
19.0000,6.6214,-26.4180,1.3373,-6.0000,0.2947,2
19.0833,6.5794,-27.0036,1.3474,-6.0000,0.2947,2
19.1667,6.5364,-27.5881,1.3576,-6.0000,0.2947,2
19.2500,6.4924,-28.1716,1.3678,-6.0000,0.2947,2
19.3333,6.4472,-28.7540,1.3781,-6.0000,0.2947,2
19.4167,6.4009,-29.3350,1.3884,-6.0000,0.2947,2
19.5000,6.3535,-29.9148,1.3987,-6.0000,0.2947,2
19.5833,6.3050,-30.4931,1.4091,-6.0000,0.2947,2
19.6667,6.2554,-31.0699,1.4195,-6.0000,0.2947,2
19.7500,6.2046,-31.6450,1.4300,-6.0000,0.2947,2
19.8333,6.1526,-32.2185,1.4405,-6.0000,0.2947,2
19.9167,6.0995,-32.7903,1.4511,-6.0000,0.2947,2
20.0000,6.0453,-33.3602,1.4617,-6.0000,0.2947,2
20.0833,5.9898,-33.9282,1.4724,-6.0000,0.2947,2
20.1667,5.9332,-34.4942,1.4831,-6.0000,0.2947,2
20.2500,5.8753,-35.0582,1.4939,-6.0000,0.2947,2
20.3333,5.8162,-35.6201,1.5047,-6.0000,0.2947,2
20.4167,5.7559,-36.1798,1.5156,-6.0000,0.2947,2
20.5000,5.6943,-36.7373,1.5265,-6.0000,0.2947,2
20.5833,5.6315,-37.2924,1.5375,-6.0000,0.2947,2
20.6667,5.5674,-37.8453,1.5485,-6.0000,0.2947,2
20.7500,5.5020,-38.3957,1.5596,-6.0000,0.2947,2
20.8333,5.4353,-38.9437,1.5707,-6.0000,0.2947,2
20.9167,5.3673,-39.4892,1.5819,-6.0000,0.2947,2
21.0000,5.2979,-40.0322,1.5931,-6.0000,0.2947,2
21.0833,5.2273,-40.5725,1.6045,-6.0000,0.2947,2
21.1667,5.1552,-41.1103,1.6158,-6.0000,0.2947,2
21.2500,5.0818,-41.6454,1.6272,-6.0000,0.2947,2
21.3333,5.0070,-42.1778,1.6387,-6.0000,0.2947,2
21.4167,4.9308,-42.7075,1.6503,-6.0000,0.2947,2
21.5000,4.8532,-43.2345,1.6619,-6.0000,0.2947,2
21.5833,4.7741,-43.7587,1.6735,-6.0000,0.2947,2
21.6667,4.6936,-44.2800,1.6853,-6.0000,0.2947,2
21.7500,4.6116,-44.7986,1.6970,-6.0000,0.2947,2
21.8333,4.5281,-45.3143,1.7089,-6.0000,0.2947,2
21.9167,4.4430,-45.8272,1.7208,-6.0000,0.2947,2
22.0000,4.3565,-46.3372,1.7328,-6.0000,0.2947,2
22.0833,4.2684,-46.8444,1.7449,-6.0000,0.2947,2
22.1667,4.1787,-47.3486,1.7570,-6.0000,0.2947,2
22.2500,4.0875,-47.8500,1.7692,-6.0000,0.2947,2
22.3333,3.9946,-48.3485,1.7815,-6.0000,0.2947,2
22.4167,3.9001,-48.8440,1.7939,-6.0000,0.2947,2
22.5000,3.8039,-49.3367,1.8063,-6.0000,0.2947,2
22.5833,3.7061,-49.8265,1.8188,-6.0000,0.2947,2
22.6667,3.6065,-50.3134,1.8314,-6.0000,0.2947,2
22.7500,3.5052,-50.7974,1.8441,-6.0000,0.2947,2
22.8333,3.4022,-51.2785,1.8568,-6.0000,0.2947,2
22.9167,3.2973,-51.7568,1.8697,-6.0000,0.2947,2
23.0000,3.1907,-52.2322,1.8826,-6.0000,0.2947,2
23.0833,3.0822,-52.7048,1.8956,-6.0000,0.2947,2
23.1667,2.9718,-53.1745,1.9087,-6.0000,0.2947,2
23.2500,2.8596,-53.6414,1.9219,-6.0000,0.2947,2
23.3333,2.7454,-54.1056,1.9351,-6.0000,0.2947,2
23.4167,2.6293,-54.5669,1.9485,-6.0000,0.2947,2
23.5000,2.5112,-55.0255,1.9620,-6.0000,0.2947,2
23.5833,2.3910,-55.4814,1.9756,-6.0000,0.2947,2
23.6667,2.2688,-55.9346,1.9892,-6.0000,0.2947,2
23.7500,2.1445,-56.3851,2.0030,-6.0000,0.2947,2
23.8333,2.0181,-56.8330,2.0169,-6.0000,0.2947,2
23.9167,1.8895,-57.2782,2.0309,-6.0000,0.2947,2
24.0000,1.7587,-57.7209,2.0450,-6.0000,0.2947,2
24.0833,1.6256,-58.1610,2.0592,-6.0000,0.2947,2
24.1667,1.4903,-58.5986,2.0735,-6.0000,0.2947,2
24.2500,1.3526,-59.0337,2.0879,-6.0000,0.2947,2
24.3333,1.2125,-59.4663,2.1025,-6.0000,0.2947,2
24.4167,1.0700,-59.8966,2.1172,-6.0000,0.2947,2
24.5000,0.9250,-60.3245,2.1320,-6.0000,0.2947,2
24.5833,0.7775,-60.7500,2.1470,-6.0000,0.2947,2
24.6667,0.6274,-61.1732,2.1621,-6.0000,0.2947,2
24.7500,0.4747,-61.5942,2.1773,-6.0000,0.2947,2
24.8333,0.3192,-62.0130,2.1926,-6.0000,0.2947,2
24.9167,0.1610,-62.4297,2.2081,-6.0000,0.2947,2
25.0000,0.0000,-62.8442,2.2238,-6.0000,0.2947,2
